-10.0,9.006592462944032e-06
-9.797979797979798,9.549907541838127e-06
-9.595959595959595,1.0137232253495956e-05
-9.393939393939394,1.0773048050077534e-05
-9.191919191919192,1.1462386005793083e-05
-8.98989898989899,1.2210905515735735e-05
-8.787878787878787,1.302498582513785e-05
-8.585858585858587,1.3911832717055283e-05
-8.383838383838384,1.4879603145333397e-05
-8.181818181818182,1.593755115361418e-05
-7.979797979797979,1.7096199089734004e-05
-7.777777777777778,1.836753893107422e-05
-7.575757575757576,1.976526950692157e-05
-7.373737373737374,2.1305076567874145e-05
-7.171717171717171,2.3004964042109642e-05
-6.96969696969697,2.4885646464261103e-05
-6.767676767676768,2.697101449029541e-05
-6.565656565656566,2.9288687630230274e-05
-6.363636363636363,3.1870670815516163e-05
-6.161616161616162,3.475413408103184e-05
-5.959595959595959,3.7982337275858755e-05
-5.757575757575758,4.160572390443197e-05
-5.555555555555555,4.568320915475501e-05
-5.353535353535354,5.028368546658901e-05
-5.151515151515151,5.5487762103048765e-05
-4.94949494949495,6.138973868576012e-05
-4.747474747474747,6.809977883782679e-05
-4.545454545454546,7.574618558817095e-05
-4.343434343434343,8.447756182979724e-05
-4.141414141414142,9.446442649652765e-05
-3.9393939393939394,0.00010589947954771807
-3.737373737373738,0.0001189950418408303
-3.5353535353535355,0.00013397501855561946
-3.333333333333333,0.00015105665113640578
-3.1313131313131315,0.00017041361597605923
-2.929292929292929,0.00019210538460545865
-2.7272727272727275,0.0002159457376371909
-2.525252525252525,0.00024126130291451958
-2.3232323232323235,0.00026645003119399124
-2.121212121212121,0.00028817182205375497
-1.9191919191919187,0.00029985204264851235
-1.717171717171718,0.0002888715713949732
-1.5151515151515156,0.00023115650330813488
-1.3131313131313131,8.032831118961538e-05
-1.1111111111111107,-0.0002555715293882215
-0.9090909090909101,-0.0009699060695061005
-0.7070707070707076,-0.0025174451105592238
-0.5050505050505052,-0.0062189518263125005
-0.30303030303030276,-0.018012146232141486
-0.10101010101010033,-0.15510852312084963
0.10101010101010033,0.15510852312084963
0.30303030303030276,0.018012146232141486
0.5050505050505052,0.0062189518263125005
0.7070707070707076,0.0025174451105592238
0.9090909090909083,0.0009699060695060867
1.1111111111111107,0.0002555715293882215
1.3131313131313131,-8.032831118961538e-05
1.5151515151515156,-0.00023115650330813488
1.7171717171717162,-0.00028887157139488573
1.9191919191919187,-0.00029985204264851235
2.121212121212121,-0.00028817182205375497
2.3232323232323235,-0.00026645003119399124
2.525252525252524,-0.00024126130291454083
2.7272727272727266,-0.0002159457376371785
2.929292929292929,-0.00019210538460545865
3.1313131313131315,-0.00017041361597605923
3.333333333333334,-0.00015105665113640141
3.5353535353535346,-0.00013397501855561247
3.737373737373737,-0.00011899504184082512
3.9393939393939394,-0.00010589947954771807
4.141414141414142,-9.446442649652765e-05
4.3434343434343425,-8.447756182979261e-05
4.545454545454545,-7.574618558817115e-05
4.747474747474747,-6.809977883782679e-05
4.94949494949495,-6.138973868576012e-05
5.1515151515151505,-5.5487762103045255e-05
5.353535353535353,-5.028368546658509e-05
5.555555555555555,-4.568320915475501e-05
5.757575757575758,-4.160572390443197e-05
5.9595959595959584,-3.7982337275859005e-05
6.161616161616163,-3.475413408103151e-05
6.363636363636363,-3.1870670815516163e-05
6.565656565656564,-2.928868763022889e-05
6.767676767676768,-2.697101449029541e-05
6.969696969696969,-2.4885646464260998e-05
7.171717171717173,-2.3004964042108585e-05
7.373737373737374,-2.1305076567874145e-05
7.575757575757574,-1.9765269506921108e-05
7.777777777777779,-1.836753893107454e-05
7.979797979797979,-1.7096199089734004e-05
8.18181818181818,-1.593755115361549e-05
8.383838383838384,-1.4879603145333397e-05
8.585858585858585,-1.3911832717055545e-05
8.787878787878789,-1.3024985825137173e-05
8.98989898989899,-1.2210905515735735e-05
9.19191919191919,-1.1462386005793006e-05
9.393939393939394,-1.0773048050077534e-05
9.595959595959595,-1.0137232253495956e-05
9.7979797979798,-9.54990754183821e-06
10.0,-9.006592462944032e-06
